area,munro,url,status
Torridon,Liathach,https://www.mountain-forecast.com/peaks/Liathach/forecasts/1053,HTML fetch failed
Torridon,Maol Chean Dearg,https://www.mountain-forecast.com/peaks/Maol-Chean-dearg/forecasts/933,HTML fetch failed
Torridon,Beinn A Chearcaill,https://www.mountain-forecast.com/peaks/Beinn-a-Chearcaill/forecasts/724,HTML fetch failed
Torridon,Sgurr An Fhidhleir,https://www.mountain-forecast.com/peaks/Sgurr-an-Fhidhleir/forecasts/705,HTML fetch failed
Torridon,A Mhaighdean,https://www.mountain-forecast.com/peaks/A-Mhaighdean/forecasts/967,HTML fetch failed
Torridon,An Teallach - Bidein a Ghlas Thuill,https://www.mountain-forecast.com/peaks/An-Teallach-Bidean-a-Ghlas-Thuill/forecasts/1062,HTML fetch failed
Glencoe,Beinn a Chrulaiste,https://www.mountain-forecast.com/peaks/Beinn-a-Chrulaiste/forecasts/857,HTML fetch failed
Coigach,Ben More Coigach,https://www.mountain-forecast.com/peaks/Ben-Mor-Coigach/forecasts/743,HTML fetch failed
